"id","text","created_at","occurrence","statement_text"
"587","Ore wa?","","2","Wilson secretly has a crush on him"
"588","Arjo","","1","Wilson secretly has a crush on him"
"589","Ore wa?","","8","CEG"
"590","Ore wa?","","1","BME better"
"591","name","","2","BME better"
"592","CEG","","1","BME better"
"593","Ore wa?","","8","Nus"
"594","Ore wa?","","1","Degree with no future"
"595","Ore wa?","","6","NTU"
"596","Ore wa?","","6","Smu"
"597","Degree with no future","","6","Smu"
"598","Ore wa?","","1","SUTD"
"599","Ore wa?","","1","What’s a degree with no future?"
"600","Ore wa?","","1","What’s that?"
"601","Amin","","7","What’s that?"
"602","SUTD","","1","What’s that?"
"603","Ore wa?","","1","What’s ntu"
"604","Ore wa?","","1","What’s nus"
"605","Ore wa?","","1","Always first"
"606","nus ","","1","Always first"
"607","Ore wa?","","1","What’s a useless degree"
"608","Ore wa?","","1","Who’s always second"
"609","O chin chin ga daisuki nandayo","","5","NTU"
"610","Who’s always second","","5","NTU"
"611","Ore wa?","","1","Not smu"
"612","what’s a useful degree ","","1","Not smu"
"613","Ore wa?","","3","What’s a useful degree"
"614","Ore wa?","","1","Useful degree"
"615","Ore wa?","","1","Rekt"
"616","Ore wa?","","1","Hard"
"617","Mahouka tatsuya","","1","Hard"
"618","Rekt","","1","Hard"
"619","Ore wa?","","2","World’s most useless degree"
"620","World’s most useless degree","","5","Smu"
"621","Ore wa?","","1","Marcus’s lover?"
"622","Marcus’s lover?","","10","Julian"
"623","Ore wa?","","1","Who is Marcus’s lover?"
"624","Ore wa?","","9","Who is Julian"
"625","Ore wa?","","2","Macchazuki"
"626","O chin chin ga daisuki nandayo","","1","Macchazuki"
"627","name","","2","Macchazuki"
"628","Who are you?","","1","Macchazuki"
"629","Who is Julian","","2","Macchazuki"
"630","What does Justin like to eat?","","1","Macchazuki"
"631","Ore wa?","","7","What are you"
"632","Ore wa?","","1","I’m Chin Chin a god"
"633","Gay shit","","1","I’m Chin Chin a god"
"634","Gay fag","","1","I’m Chin Chin a god"
"635","What are you","","2","I’m Chin Chin a god"
"636","Ore wa?","","1","I’m a Chin Chin god"
"637","What are you ","","1","I’m a Chin Chin god"
"638","Ore wa?","","3","A very very sexy weeb"
"639","O chin chin ga daisuki nandayo","","3","A very very sexy weeb"
"640","name","","3","A very very sexy weeb"
"641","Who are you?","","2","A very very sexy weeb"
"642","Who is Julian","","4","A very very sexy weeb"
"643","What does Justin like to eat?","","2","A very very sexy weeb"
"644","Ore wa?","","1","Who is Julian l"
"645","Ore wa?","","1","Who’s Julian"
"646","Who is Julian l","","1","A very very sexy weeb"
"647","Ore wa?","","1","A sexy man"
"648","name","","2","A sexy man"
"649","Who are you?","","1","A sexy man"
"650","Who is Julian","","2","A sexy man"
"651","Ore wa?","","3","Who is filthy frank"
"652","Ore wa?","","1","He’s a god"
"653","O chin chin ga daisuki nandayo","","1","He’s a god"
"654","Amin","","4","He’s a god"
"655","Lindy","","1","He’s a god"
"656","Who is filthy frank","","1","He’s a god"
"657","Ore wa?","","3","Filthy frank"
"658","Ore wa?","","2","What is Japanese"
"659","Ore wa?","","4","The master race"
"660","O chin chin ga daisuki nandayo","","5","The master race"
"661","What is Japanese","","4","The master race"
"662","Ore wa?","","1","Who is Japanese?"
"663","Who is Japanese?","","29","Wilson"
"664","Ore wa?","","5","Japanese"
"665","Japanese","","3","The master race"
"666","Ore wa?","","13","Master race"
"667","Japanese ","","9","Master race"
"668","Ore wa?","","1","SAO"
"669","O chin chin ga daisuki nandayo","","13","Master race"
"670","What is Japanese","","10","Master race"
"671","Japanese","","10","Master race"
"672","Ore wa?","","9","Best anime"
"673","SAO","","9","Best anime"
"674","Ore wa?","","1","Sao"
"675","Ore wa?","","4","Best gril"
"676","Ore wa?","","8","Emilia"
"677","Best gril","","7","Emilia"
"678","Ore wa?","","3","Who is best gril"
"679","Ore wa?","","1","Rezero"
"680","Ore wa?","","2","Who is Rem"
"681","O chin chin ga daisuki nandayo","","10","Who is Rem"
"682","Marcus’s lover?","","4","Who is Rem"
"683","Rezero","","1","Who is Rem"
"684","Ore wa?","","1","Tatsuya imouto"
"685","who is best gril ","","1","Tatsuya imouto"
"686","Ore wa?","","9","Haish"
"687","Ore wa?","","27","Suck my dick"
"688","Ore wa?","","2","Suck my deek"
"689","Ore wa?","","11","Who is ace"
"690","Ore wa?","","2","Rwby"
"691","Ore wa?","","2","Ace’s fap material"
"692","Rwby","","1","Ace’s fap material"
"693","Ore wa?","","1","What’s rwby"
"694","Ore wa?","","16","Good"
"695","Ore wa?","","8","Thankyumasen :3"
"696","Good","","7","Thankyumasen :3"
"697","Ore wa?","","312","Hello"
"698","Ore wa?","","27","Hi"
"699","Ore wa?","","1","I am a Chin Chin god"
"700","Gay shit","","1","I am a Chin Chin god"
"701","Gay fag","","1","I am a Chin Chin god"
"702","What are you","","2","I am a Chin Chin god"
"703","Ore wa?","","2","I am a chin chin god"
"704","Gay shit","","1","I am a chin chin god"
"705","Gay fag","","1","I am a chin chin god"
"706","What are you","","3","I am a chin chin god"
"707","Ore wa?","","1","Jie"
"708","Ore wa?","","1","Nicee"
"709","name","","2","Thankyumasen :3"
"710","Nicee","","2","Thankyumasen :3"
"711","Ore wa?","","8","Awesome"
"712","Ore wa?","","2","I know I am awesome :3"
"713","what should I eat? ","","1","I know I am awesome :3"
"714","Awesome","","1","I know I am awesome :3"
"715","Ore wa?","","2","Thankyumasen:3"
"716","Good","","7","Thankyumasen:3"
"717","name","","1","Thankyumasen:3"
"718","Nicee","","1","Thankyumasen:3"
"719","Ore wa?","","15","Good boy"
"720","Ore wa?","","9","Help la"
"721","Ore wa?","","9","Help leh"
"722","Ore wa?","","1","Suck my deek la"
"723","help leh ","","1","Suck my deek la"
"724","Ore wa?","","1","Suck me deek la"
"725","help ","","1","Suck me deek la"
"726","Ore wa?","","1","What’s Japanese"
"727","best anime ","","8","Master race"
"728","best anime character","","7","Master race"
"729","What’s the best anime","","7","Master race"
"730","How many times has Wilson touched himself","","7","Master race"
"731","Do you want to touch chinchin","","7","Master race"
"732","Are you a boy or a girl","","7","Master race"
"733","You are almost as gay as wilson","","7","Master race"
"734","What’s Japanese","","7","Master race"
"735","Ore wa?","","1","What are Japanese?"
"736","name","","7","Master race"
"737","Who are you?","","6","Master race"
"738","Whos a weeb faggot","","6","Master race"
"739","What are Japanese?","","5","Master race"
"740","Ore wa?","","1","Japanese language"
"741","Ore wa?","","1","Master language"
"743","Japanese language","","1","Master language"
"744","Ore wa?","","1","What are Japanese people"
"745","What are Japanese people","","2","Master race"
"746","Ore wa?","","2","What does Wilson not have"
"747","Ore wa?","","6","Who is best girl"
"748","Ore wa?","","5","Konnichiwa"
"749","Rwby","","308","Hello"
"750","Konnichiwa","","308","Hello"
"751","Ore wa?","","3","Why"
"752","Ore wa?","","4","What do you do?"
"753","Arjo","","3","What do you do?"
"754","Why","","3","What do you do?"
"755","Ore wa?","","1","Irritate people"
"756","O chin chin suki suki","","1","Irritate people"
"757","What do you do?","","1","Irritate people"
"758","Ore wa?","","1","Who is the biggest loser"
"759","Ore wa?","","1","Wilson is the biggest dick loving loser."
"760","name","","14","Wilson is the biggest dick loving loser."
"761","Who are you?","","13","Wilson is the biggest dick loving loser."
"762","Who is the biggest loser","","1","Wilson is the biggest dick loving loser."
"763","Ore wa?","","6","What is your name?"
"764","O chin chin suki suki","","5","What is your name?"
"765","What do you do?","","6","What is your name?"
"766","Ore wa?","","1","Who is the biggest loser?"
"767","Ore wa?","","4","Who is your creator?"
"768","Ore wa?","","1","Wilson the gay ass worm"
"769","O chin chin ga daisuki nandayo","","1","Wilson the gay ass worm"
"770","Who is your creator?","","1","Wilson the gay ass worm"
"771","Ore wa?","","1","What do you eat for lunch?"
"772","Ore wa?","","1","Little boy dicks"
"773","O chin chin ga daisuki nandayo","","2","Little boy dicks"
"774","name","","3","Little boy dicks"
"775","Who are you?","","2","Little boy dicks"
"776","Whos a weeb faggot","","2","Little boy dicks"
"777","What do you eat for lunch?","","1","Little boy dicks"
"778","Ore wa?","","1","What is Wilson's favorite past time?"
"779","Ore wa?","","2","I am a god named Chin Chin"
"780","Gay shit","","1","I am a god named Chin Chin"
"781","Gay fag","","1","I am a god named Chin Chin"
"782","What are you","","3","I am a god named Chin Chin"
"783","Ore wa?","","1","No he like's staring at naked men"
"784","Ore wa?","","2","No wonder he watches hos friends bathe"
"785","O chin chin suki suki","","2","No wonder he watches hos friends bathe"
"786","What do you do?","","3","No wonder he watches hos friends bathe"
"787","No he like's staring at naked men","","1","No wonder he watches hos friends bathe"
"788","Ore wa?","","4","What is your purpose?"
"789","Ore wa?","","1","What is chin chin?"
"790","Ore wa?","","1","What is a Chin Chin"
"791","Ore wa?","","1","What’s a Chin Chin"
"792","Ore wa?","","1","Why did wilson create you?"
"793","Ore wa?","","1","Why did your creator create you?"
"795","Ore wa?","","7","Do you know why you were created?"
"796","Ore wa?","","1","Time for me to sucky sucky wanton"
"797","what time is it ","","1","Time for me to sucky sucky wanton"
"798","Ore wa?","","1","Wha time is it"
"799","Ore wa?","","2","My creatpr was over compensating for his tiny dick."
"800","O chin chin ga daisuki nandayo","","1","My creatpr was over compensating for his tiny dick."
"801","Who’s always second","","1","My creatpr was over compensating for his tiny dick."
"802","Do you know why you were created?","","1","My creatpr was over compensating for his tiny dick."
"803","Ore wa?","","31","What time is it"
"804","Ore wa?","","43","What time is it?"
"805","Ore wa?","","1","Wilson is the best"
"806","Ore wa?","","1","Wilson is a genius"
"807","Ore wa?","","1","Wilson is a fag"
"808","Ore wa?","","2","Not you"
"809","Master race","","1","Not you"
"810","Ore wa?","","1","Doctor who is awesome"
"811","Ore wa?","","2","He is a faggot just like you"
"812","Doctor who is awesome","","1","He is a faggot just like you"
"813","Ore wa?","","1","Computing students are cool"
"814","Ore wa?","","2","No they are complete nerds"
"815","Computing students are cool","","1","No they are complete nerds"
"816","Ore wa?","","1","People in computing are geniuses"
"817","Ore wa?","","1","What is the best anime"
"818","Ore wa?","","5","What’s the best anime"
"819","Ore wa?","","1","Do you know why you were created"
"820","Ore wa?","","4","To serve Wilson and his weeb friends"
"821","Imouto san","","3","To serve Wilson and his weeb friends"
"822","Do you know why you were created","","2","To serve Wilson and his weeb friends"
"823","O chin chin ga daisuki nandayo","","1","To serve Wilson and his weeb friends"
"824","Who’s always second","","1","To serve Wilson and his weeb friends"
"825","Do you know why you were created?","","2","To serve Wilson and his weeb friends"
"826","Ore wa?","","2","My creator was over compensating for his tiny dick."
"827","O chin chin ga daisuki nandayo","","1","My creator was over compensating for his tiny dick."
"828","Who’s always second","","1","My creator was over compensating for his tiny dick."
"829","Do you know why you were created?","","2","My creator was over compensating for his tiny dick."
"830","Ore wa?","","4","My master was over compensating for his tiny dick."
"831","O chin chin ga daisuki nandayo","","3","My master was over compensating for his tiny dick."
"832","Who’s always second","","3","My master was over compensating for his tiny dick."
"833","Do you know why you were created?","","5","My master was over compensating for his tiny dick."
"835","Ore wa?","","1","Nth"
"836","O chin chin ga daisuki nandayo","","2","Nth"
"837","name","","3","Nth"
"838","Who are you?","","2","Nth"
"839","Whos a weeb faggot","","2","Nth"
"840","Jeanette Leong: Do you know why you were created?","","1","Nth"
"841","Ore wa?","","2","Should Julian change room"
"842","Ore wa?","","5","Yes"
"843","Should Julian change room","","5","Yes"
"844","Ore wa?","","5","Do I have a waifu?"
"845","Ore wa?","","1","Does Marcus have a waifu?"
"846","Ore wa?","","11","Justin"
"847","Ore wa?","","1","Justin is gay right?"
"848","Ore wa?","","1","Marcus is gay right?"
"849","Ore wa?","","2","Ching Chong?"
"850","Ore wa?","","1","Ling long"
"851","O chin chin ga daisuki nandayo","","2","Ling long"
"852","best anime ","","2","Ling long"
"853","best anime character","","1","Ling long"
"854","What’s the best anime","","1","Ling long"
"855","How many times has Wilson touched himself","","1","Ling long"
"856","Do you want to touch chinchin","","1","Ling long"
"857","Are you a boy or a girl","","1","Ling long"
"858","Ching Chong?","","1","Ling long"
"859","Ore wa?","","1","Who is the president of US"
"860","Who is the president of US","","1","Filthy frank"
"861","Ore wa?","","1","Gan ken teong"
"862","who does Justin like to touch ","","1","Gan ken teong"
"863","Ore wa?","","1","Who does Justin like to touch"
"864","Ore wa?","","4","Do you know"
"865","Ore wa?","","3","Do you noe da wae?"
"866","O chin chin ga daisuki nandayo","","3","Do you noe da wae?"
"867","Do you know","","3","Do you noe da wae?"
"868","Ore wa?","","4","Do you noe da wae"
"869","O chin chin ga daisuki nandayo","","3","Do you noe da wae"
"870","Do you know","","4","Do you noe da wae"
"871","Ore wa?","","3","Do you know the way"
"872","world great?","","8","Do you noe da wae"
"873","Do you know the way","","2","Do you noe da wae"
"874","Ore wa?","","3","Mou ikkai kochi muite"
"875","Ore wa?","","1","Mou ikkai kochi muite ☺️"
"877","Mou ikkai kochi muite","","1","Mou ikkai kochi muite ☺️"
"878","Ore wa?","","2","The way"
"879","Ore wa?","","9","Ntu"
"880","Ore wa?","","3","Show me the way"
"881","Ore wa?","","3","Who is Justin"
"882","Ore wa?","","7","Who is Marcus"
"883","Ore wa?","","2","Sexiest man alive"
"884","O chin chin ga daisuki nandayo","","4","Sexiest man alive"
"885","Julian","","2","Sexiest man alive"
"886","name","","2","Sexiest man alive"
"887","Who are you?","","1","Sexiest man alive"
"888","Who is Julian","","3","Sexiest man alive"
"889","Ore wa?","","2","Know what?"
"890","O chin chin ga daisuki nandayo","","1","Know what?"
"891","Do you know","","2","Know what?"
"892","Ore wa?","","186","Gabriel"
"893","most cancerous ","","184","Gabriel"
"894","Ore wa?","","1","Who is the most cancerous?"
"895","I'm chin chin","","205","Gabriel"
"896","O chin chin suki suki","","204","Gabriel"
"897","Gay fag","","201","Gabriel"
"898","Mahouka tatsuya","","195","Gabriel"
"899","name","","190","Gabriel"
"900","Rwby","","185","Gabriel"
"901","Konnichiwa","","185","Gabriel"
"902","Who is the most cancerous?","","183","Gabriel"
"903","Ore wa?","","3","Who’s the most cancerous?"
"904","Who’s the most cancerous?","","182","Gabriel"
"905","Ore wa?","","1","Most cancerous?"
"917","Most cancerous?","","1","Gabriel m"
"918","Ore wa?","","1","Who’s the most cancerousv"
"919","Who’s the most cancerousv","","181","Gabriel"
"928","Gabriel","","1","Sucking on a Chin Chin"
